2019-08-02 14:38:36,21.9994747,22.0
2019-08-02 14:38:57,21.9994747,22.0
2019-08-02 14:39:19,21.99915378,22.0
2019-08-02 14:39:40,21.99915378,22.0
2019-08-02 14:40:02,21.99915378,22.0
2019-08-02 14:40:23,21.99875673,22.0
2019-08-02 14:40:44,21.99875673,22.0
2019-08-02 14:41:22,21.99828354,22.0
2019-08-02 14:41:38,21.99828354,22.0
2019-08-02 14:41:54,21.99828354,22.0
2019-08-02 14:42:11,21.99773423,22.0
2019-08-02 14:42:27,21.99773423,22.0
2019-08-02 14:42:44,21.99773423,22.0
2019-08-02 14:43:00,21.99773423,22.0
2019-08-02 14:43:16,21.99710881,22.0
2019-08-02 14:43:33,21.99710881,22.0
2019-08-02 14:43:49,21.99710881,22.0
2019-08-02 14:44:05,21.99710881,22.0
2019-08-02 14:44:22,21.9964073,22.0
2019-08-02 14:44:38,21.9964073,22.0
2019-08-02 14:44:55,21.9964073,22.0
2019-08-02 14:45:11,21.99562969,22.0
2019-08-02 14:45:27,21.99562969,22.0
2019-08-02 14:45:44,21.99562969,22.0
2019-08-02 14:46:00,21.99562969,22.0
2019-08-02 14:46:16,21.99477602,21.99
2019-08-02 14:46:33,21.99477602,21.99
2019-08-02 14:46:49,21.99477602,21.99
2019-08-02 14:47:06,21.99477602,21.99
2019-08-02 14:47:22,21.99384629,21.99
2019-08-02 14:47:38,21.99384629,21.99
2019-08-02 15:03:31,21.96864603,21.97
2019-08-02 15:04:03,21.96864603,21.97
2019-08-02 15:04:36,21.96642725,21.97
2019-08-02 15:05:08,21.96413296,21.96
2019-08-02 15:05:41,21.96413296,21.96
2019-08-02 15:06:13,21.9617632,21.96
2019-08-02 15:06:46,21.9617632,21.96
2019-08-02 15:07:18,21.95931802,21.96
2019-08-02 15:07:51,21.95931802,21.96
2019-08-02 15:14:36,21.94009387,21.94
2019-08-02 15:14:53,21.94009387,21.94
2019-08-02 15:15:09,21.93704707,21.94
2019-08-02 15:15:25,21.93704707,21.94
2019-08-02 15:15:41,21.93704707,21.94
2019-08-02 15:15:58,21.93704707,21.94
2019-08-02 15:16:14,21.93392532,21.93
2019-08-02 16:11:07,21.64909345,21.65
2019-08-02 16:11:39,21.64909345,21.65
2019-08-02 16:12:25,21.64191019,21.64
2019-08-02 16:13:31,21.63465758,21.63
2019-08-02 16:14:36,21.62733578,21.63
2019-08-02 16:15:42,21.61994492,21.62
2019-08-02 16:16:48,21.61248514,21.61
2019-08-02 16:17:53,21.60495659,21.6
2019-08-02 16:18:59,21.5973594,21.6
2019-08-02 16:20:04,21.58969372,21.59
2019-08-02 16:21:10,21.57415748,21.57
2019-08-02 16:22:15,21.56628722,21.57
2019-08-02 16:23:21,21.55834906,21.56
2019-08-02 16:24:26,21.55034316,21.55
2019-08-02 16:25:32,21.54226966,21.54
2019-08-02 16:26:37,21.53412872,21.53
2019-08-02 16:27:43,21.5259205,21.53
2019-08-02 16:28:48,21.51764514,21.52
2019-08-02 16:29:54,21.50930282,21.51
2019-08-02 16:31:00,21.50089369,21.5
2019-08-02 16:32:05,21.4924179,21.49
2019-08-02 16:33:11,21.47526702,21.48
2019-08-02 16:34:16,21.46659225,21.47
2019-08-02 16:35:22,21.45785148,21.46
