2019-08-02 12:42:27,25.06,25.06
2019-08-02 12:42:43,25.06,25.06
2019-08-02 12:42:59,25.06,25.06
2019-08-02 14:48:06,25.99,25.99
2019-08-02 14:48:22,25.99,25.99
2019-08-02 14:48:38,25.99,25.99
2019-08-02 14:48:55,25.99,25.99
2019-08-02 14:49:11,25.98,25.98
2019-08-02 14:49:27,25.98,25.98
2019-08-02 14:49:44,25.98,25.98
2019-08-02 14:57:44,25.96,25.96
2019-08-02 14:58:00,25.96,25.96
2019-08-02 14:58:16,25.96,25.96
2019-08-02 14:58:33,25.96,25.96
2019-08-02 14:58:49,25.96,25.96
2019-08-02 14:59:06,25.96,25.96
2019-08-02 14:59:22,25.95,25.95
2019-08-02 14:59:38,25.95,25.95
2019-08-02 14:59:55,25.95,25.95
2019-08-02 15:00:11,25.95,25.95
2019-08-02 15:00:27,25.95,25.95
2019-08-02 15:00:44,25.95,25.95
2019-08-02 15:01:00,25.95,25.95
2019-08-02 15:02:05,25.95,25.95
2019-08-02 15:02:22,25.94,25.94
2019-08-02 15:02:38,25.94,25.94
2019-08-02 15:03:14,25.94,25.94
2019-08-02 15:03:47,25.94,25.94
2019-08-02 15:04:19,25.93,25.93
2019-08-02 15:04:52,25.93,25.93
2019-08-02 15:05:25,25.93,25.93
2019-08-02 15:05:57,25.93,25.93
2019-08-02 15:06:30,25.92,25.92
2019-08-02 15:07:02,25.92,25.92
2019-08-02 15:07:35,25.92,25.92
2019-08-02 15:08:07,25.91,25.91
2019-08-02 15:13:25,25.89,25.89
2019-08-02 15:13:41,25.89,25.89
2019-08-02 15:13:57,25.89,25.89
2019-08-02 16:10:50,25.31,25.31
2019-08-02 16:11:23,25.3,25.3
2019-08-02 16:12:08,25.28,25.28
2019-08-02 16:13:15,25.27,25.27
2019-08-02 16:14:20,25.25,25.25
2019-08-02 16:15:26,25.24,25.24
2019-08-02 16:16:31,25.22,25.22
2019-08-02 16:17:37,25.21,25.21
2019-08-02 16:18:42,25.19,25.19
2019-08-02 16:19:48,25.18,25.18
2019-08-02 16:20:54,25.16,25.16
2019-08-02 16:21:59,25.15,25.15
2019-08-02 16:23:05,25.13,25.13
2019-08-02 16:24:10,25.1,25.1
2019-08-02 16:25:16,25.08,25.08
2019-08-02 16:26:21,25.07,25.07
2019-08-02 16:27:27,25.05,25.05
2019-08-02 16:28:32,25.04,25.04
2019-08-02 16:29:38,25.02,25.02
2019-08-02 16:30:43,25.0,25.0
2019-08-02 16:31:49,24.98,24.98
2019-08-02 16:32:54,24.97,24.97
2019-08-02 16:34:00,24.95,24.95
2019-08-02 16:35:05,24.93,24.93
